matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,edge_index,start_id,end_id,edge_count_before,edge_count_after,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,nodes_searched,leaf_evaluations,ordering_evaluations,full_survival_evaluations,simple_survival_evaluations,completed_root_moves,ordering_time_sec,evaluation_time_sec,search_time_sec,total_search_time_sec,elapsed_ratio,risk_level,attack_score,survival_score,survival_weight,total_score,opponent_legal_word_count,opponent_safe_word_count,opponent_active_edge_type_count,opponent_safe_edge_type_count,opponent_destination_count,opponent_safe_destination_count,own_safe_word_count,own_safe_edge_type_count,own_safe_destination_count,root_candidate_count,searched_root_candidate_count,cutoff_count,pruned_move_count,beam_pruned_move_count,null_window_search_count,null_window_searches,research_count,research_rate,beam_widths_used,evaluated_moves,chain_so_far
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,31,first,alpha_beta,じ,1287,18,63,7,6,,,じ,る,る,0.019684,False,-466.5,4,4,False,4801,258,129,5076,0,0,12,0.012580288341268897,0.005876954644918442,0.019522499991580844,0.0196837920229882,0.0196837920229882,normal,-506.5,0.0,0.0,-506.5,26,19,7,6,7,6,585,54,54,55,12,109,4801,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,32,second,beam_negamax,る,4286,63,2,2,1,,,る,う,う,0.035042,False,-486.5,4,4,False,0,604,368,6346,0,0,7,0.015600745100528002,0.017073625000193715,0.03501674998551607,0.03504233295097947,0.03504233295097947,normal,-6019.0,0.0,0.0,-6019.0,285,263,56,55,56,55,19,6,6,7,7,0,0,5740,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",7,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,33,first,alpha_beta,う,199,2,63,2,1,,,う,る,る,0.020207,False,-446.5,4,4,False,4805,267,138,5089,0,0,12,0.01271541160531342,0.006225824006833136,0.020047208992764354,0.02020749996881932,0.02020749996881932,normal,-486.5,0.0,0.0,-486.5,25,18,7,6,7,6,263,55,55,56,12,109,4805,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,34,second,beam_negamax,る,4303,63,19,6,5,,,る,す,す,0.035275,False,-466.5,4,4,False,0,604,368,6335,0,0,7,0.01585299556609243,0.017030285322107375,0.035245166975073516,0.03527504194062203,0.03527504194062203,normal,-8116.5,0.0,0.0,-8116.5,405,358,52,51,52,51,18,6,6,7,7,0,0,5729,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",7,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,35,first,alpha_beta,す,1355,19,63,21,20,,,す,る,る,0.020418,False,-426.5,4,4,False,4800,267,138,5084,0,0,12,0.012844202457927167,0.006279452703893185,0.020270499982871115,0.020418416941538453,0.020418416941538453,normal,-466.5,0.0,0.0,-466.5,24,17,7,6,7,6,358,51,51,52,12,109,4800,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,36,second,beam_negamax,る,4303,63,19,5,4,,,る,す,す,0.03536,False,-446.5,4,4,False,0,604,368,6335,0,0,7,0.015837872633710504,0.017126441234722733,0.03533320804126561,0.035360499983653426,0.035360499983653426,normal,-8096.5,0.0,0.0,-8096.5,404,357,52,51,52,51,17,6,6,7,7,0,0,5729,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",7,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,37,first,alpha_beta,す,1355,19,63,20,19,,,す,る,る,0.020331,False,-406.5,4,4,False,4800,267,138,5084,0,0,12,0.012799207586795092,0.006249661557376385,0.0201849170261994,0.020330582978203893,0.020330582978203893,normal,-446.5,0.0,0.0,-446.5,23,16,7,6,7,6,357,51,51,52,12,109,4800,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,38,second,beam_negamax,る,4303,63,19,4,3,,,る,す,す,0.035288,False,-426.5,4,4,False,0,604,368,6335,0,0,7,0.015834924415685236,0.017053950927220285,0.03526187501847744,0.03528783400543034,0.03528783400543034,normal,-8076.5,0.0,0.0,-8076.5,403,356,52,51,52,51,16,6,6,7,7,0,0,5729,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",7,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,39,first,alpha_beta,す,1355,19,63,19,18,,,す,る,る,0.020343,False,-386.5,4,4,False,4800,267,138,5084,0,0,12,0.012799871037714183,0.006249409401789308,0.020199541933834553,0.02034329203888774,0.02034329203888774,normal,-426.5,0.0,0.0,-426.5,22,15,7,6,7,6,356,51,51,52,12,109,4800,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,40,second,beam_negamax,る,4303,63,19,3,2,,,る,す,す,0.035207,False,-406.5,4,4,False,0,604,368,6335,0,0,7,0.015743834082968533,0.017084452556446195,0.03518050001002848,0.03520679089706391,0.03520679089706391,normal,-8056.5,0.0,0.0,-8056.5,402,355,52,51,52,51,15,6,6,7,7,0,0,5729,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",7,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,41,first,alpha_beta,す,1355,19,63,18,17,,,す,る,る,0.020357,False,-366.5,4,4,False,4800,267,138,5084,0,0,12,0.012808037456125021,0.0062866691732779145,0.020211874973028898,0.020357083063572645,0.020357083063572645,normal,-406.5,0.0,0.0,-406.5,21,14,7,6,7,6,355,51,51,52,12,109,4800,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,42,second,beam_negamax,る,4303,63,19,2,1,,,る,す,す,0.035247,False,-386.5,4,4,False,0,604,368,6335,0,0,7,0.01578557724133134,0.017070835689082742,0.035213167080655694,0.03524670808110386,0.03524670808110386,normal,-8036.5,0.0,0.0,-8036.5,401,354,52,51,52,51,14,6,6,7,7,0,0,5729,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",7,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,43,first,alpha_beta,す,1355,19,63,17,16,,,す,る,る,0.020593,False,-346.5,4,4,False,4790,276,147,5083,0,0,12,0.012770324945449829,0.006532024824991822,0.020447792019695044,0.02059320791158825,0.02059320791158825,normal,-386.5,0.0,0.0,-386.5,20,13,7,6,7,6,354,51,51,52,12,109,4790,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,44,second,beam_negamax,る,4303,63,19,1,0,,,る,す,す,0.035597,False,-356.5,4,4,False,0,604,368,6328,0,64,7,0.015757076325826347,0.017457907204516232,0.03556891600601375,0.03559708304237574,0.03559708304237574,normal,-8016.5,0.0,0.0,-8016.5,400,353,52,51,52,51,13,6,6,7,7,0,0,5722,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",7,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,45,first,alpha_beta,す,1355,19,63,16,15,,,す,る,る,0.017661,False,-316.5,4,4,False,4232,237,120,4485,0,74,12,0.01128208520822227,0.005274708149954677,0.01751616597175598,0.01766066695563495,0.01766066695563495,normal,-356.5,0.0,0.0,-356.5,19,12,6,5,6,5,353,51,51,52,12,98,4232,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,46,second,beam_negamax,る,4286,63,2,1,0,,,る,う,う,0.029571,False,-326.5,4,4,False,0,486,296,5117,0,239,6,0.01267867221031338,0.014980965876020491,0.02954670798499137,0.029571208055131137,0.029571208055131137,normal,-5999.0,0.0,0.0,-5999.0,284,262,56,55,56,55,12,5,5,6,6,0,0,4629,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",6,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→う
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,47,first,alpha_beta,う,199,2,63,1,0,,,う,る,る,0.016533,False,-286.5,4,4,False,3596,232,127,3843,0,191,12,0.00964716961607337,0.005845708656124771,0.016376500017940998,0.016533416928723454,0.016533416928723454,normal,-326.5,0.0,0.0,-326.5,18,11,5,4,5,4,262,55,55,56,12,87,3596,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→う -> う→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,48,second,beam_negamax,る,4315,63,31,2,1,,,る,と,と,0.022964,False,-306.5,4,4,False,0,365,222,3852,0,333,5,0.009547093068249524,0.011995080509223044,0.02293579198885709,0.0229635420255363,0.0229635420255363,normal,-8405.0,0.0,0.0,-8405.0,420,370,54,53,54,53,11,4,4,5,5,0,0,3484,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",5,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→う -> う→る -> る→と
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,49,first,alpha_beta,と,2171,31,63,10,9,,,と,る,る,0.017526,False,-266.5,4,4,False,3449,250,145,3714,0,256,12,0.009261746890842915,0.007196576218120754,0.017375916009768844,0.017526375013403594,0.017526375013403594,normal,-306.5,0.0,0.0,-306.5,17,10,5,4,5,4,370,53,53,54,12,87,3449,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→う -> う→る -> る→と -> と→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,50,second,beam_negamax,る,4315,63,31,1,0,,,る,と,と,0.023229,False,-276.5,4,4,False,0,362,220,3789,6,294,5,0.009451917954720557,0.012329034740105271,0.023194957990199327,0.02322920795995742,0.02322920795995742,caution,-8385.0,345.49245283018865,0.35,-8264.077641509433,419,369,54,53,54,53,10,4,4,5,5,0,0,3423,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",5,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→う -> う→る -> る→と -> と→る -> る→と
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,51,first,alpha_beta,と,2171,31,63,9,8,,,と,る,る,0.01566,False,-236.5,4,4,False,2871,212,119,3097,18,147,12,0.007864169427193701,0.006890117074362934,0.015496417065151036,0.01565979199949652,0.01565979199949652,normal,-276.5,0.0,0.0,-276.5,16,9,4,3,4,3,369,53,53,54,12,76,2871,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,52,second,beam_negamax,る,4285,63,1,5,4,,,る,い,い,0.015681,False,-256.5,4,4,False,0,238,144,2461,14,144,4,0.006160586839541793,0.00856567150913179,0.015648582950234413,0.015681499964557588,0.015681499964557588,caution,-11309.5,318.77540983606553,0.35,-11197.928606557378,588,487,62,61,62,61,9,3,3,4,4,0,0,2218,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",4,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る -> る→い
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,53,first,alpha_beta,い,131,1,63,7,6,,,い,る,る,0.015483,False,-216.5,4,4,False,2842,213,120,3069,18,150,12,0.007823536172509193,0.006766041973605752,0.01531325001269579,0.015483499970287085,0.015483499970287085,normal,-256.5,0.0,0.0,-256.5,15,8,4,3,4,3,487,61,61,62,12,76,2842,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る -> る→い -> い→る
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,54,second,beam_negamax,る,4285,63,1,4,3,,,る,い,い,0.01537,False,-236.5,4,4,False,0,238,144,2461,14,144,4,0.006015335908159614,0.00839666510000825,0.0153397920075804,0.015370375011116266,0.015370375011116266,caution,-11289.5,314.75573770491803,0.35,-11179.335491803278,587,486,62,61,62,61,8,3,3,4,4,0,0,2218,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",4,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る -> る→い -> い→る -> る→い
alpha_beta vs beam_negamax,alpha_beta,beam_negamax,D20000_seed0_alpha_beta_vs_beam_negamax_0,20000,0,first,ended_with_n,55,first,alpha_beta,い,131,1,63,6,5,,,い,る,る,0.01591,False,-196.5,4,4,False,2842,213,120,3069,30,138,12,0.007630460662767291,0.007406551158055663,0.015745957964099944,0.015910375048406422,0.015910375048406422,normal,-236.5,0.0,0.0,-236.5,14,7,4,3,4,3,486,61,61,62,12,76,2842,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→り -> り→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→く -> く→る -> る→う -> う→る -> る→な -> な→る -> る→ふ -> ふ→る -> る→あ -> あ→る -> る→き -> き→る -> る→じ -> じ→る -> る→う -> う→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→う -> う→る -> る→と -> と→る -> る→と -> と→る -> る→い -> い→る -> る→い -> い→る
